Color,Description,MinPrice,StyleNumber,ReviewNumber,MaxPrice,Name,Bullets,ImageUrl,Gender,Clothing,Brand,Size,Sport,AverageRating,Url
Torch Red,,79.00,485955,6,79.00,24/7 Hoodie Sweatshirt,"Organic Cotton/Polyester ,SUSTAINABLE: Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from workouts, commuting, work and travelFEEL: Naturally Breathable and incredibly soft and warm brushed classic fleece fabricFAVE: Adjustable drawstring hood for a custom fitKangaroo pocket stores your essentials #485955",https://athleta.gap.com/webcontent/0017/805/930/cn17805930.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=485955022&cid=1023334&pcid=1006482&vid=1&grid=pds_120_198_1
Dark Vista Teal/ Black,,98.00,500936,8,98.00,Transit Colorblock Turtleneck,"Merino Wool/Nylon/Elastane ,Hand wash or dry clean. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Luxuriously soft boucl� yarn feels cozy on the skinFAVE: Side slits provide extra mobility #500936",https://athleta.gap.com/webcontent/0017/828/293/cn17828293.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.9,https://athleta.gap.com/browse/product.do?pid=500936022&cid=1023334&pcid=1006482&vid=1&grid=pds_105_198_1
Arbor Olive,,98.00,490560,93,98.00,Inclination Moto Tight in Powervita™,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supports #490560",https://athleta.gap.com/webcontent/0017/652/890/cn17652890.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=490560012&cid=1140924&pcid=1006482&vid=1&grid=pds_29_198_1
Black Reflective,,42.00,486718,1,42.00,Intent Reflective Glove,"Polyester ,WICKING. Pulls sweat away from the body so it can evaporate faster ,WATER-RESISTANT. Sleek fabric wards off unexpected light rain ,WIND-RESISTANT. Stops wind from passing through the fabric and giving you a chill ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: Lightweight, stretchy fabricationFAVE: Touchscreen compatible fingers for easy smartphone use and small pocket at wrist for key.Reflective details for early morning or after-dusk workouts #486718",https://athleta.gap.com/webcontent/0017/624/693/cn17624693.jpg,women,,athleta,"S/M,M/L",,5.0,https://athleta.gap.com/browse/product.do?pid=486718002&cid=1123437&pcid=1006482&vid=1&grid=pds_193_198_1
Antique Burgundy,,118.00,372201,79,118.00,Circa Track Jacket,"Nylon/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: Lightweight Pilayo® fabric stretches with every moveFAVE: Knit track stripe along arms stands out while you sweatEasy-access front pockets, sneaky internal pocketThumbholes to keep sleeves in place #372201",https://athleta.gap.com/webcontent/0017/661/041/cn17661041.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=372201022&cid=1063661&pcid=1006482&vid=1&grid=pds_143_198_1
Antique Burgundy/ Black,,89.00,486317,7,89.00,Flurry Peak Turtleneck,"Nylon ,UNSTINKABLE. Odor-controlling yarns ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster ,UPF 50+ ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Thumbholes keep your sleeves in place #486317",https://athleta.gap.com/webcontent/0017/661/597/cn17661597.jpg,women,,athleta,"XS,S,M,L,XL",,4.6,https://athleta.gap.com/browse/product.do?pid=486317002&cid=1023334&pcid=1006482&vid=1&grid=pds_62_198_1
Light Grey/ White,,89.00,486317,7,89.00,Flurry Peak Turtleneck,"Nylon ,UNSTINKABLE. Odor-controlling yarns ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster ,UPF 50+ ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Thumbholes keep your sleeves in place #486317",https://athleta.gap.com/webcontent/0017/661/545/cn17661545.jpg,women,,athleta,"XS,S,M,L,XL",,4.6,https://athleta.gap.com/browse/product.do?pid=486317032&cid=1023334&pcid=1006482&vid=1&grid=pds_63_198_1
Antique Burgundy,,89.00,510486,62,89.00,Glades Ultra High Rise Elation Tight,"Polyester/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Soft, cozy recycled fabric with just-right stretcFAVE: Fewer seams reduce distractions and create a cleaner, sleeker lineUnpinchable three-layer waistband with mesh inner lining streamlines and supports #510486",https://athleta.gap.com/webcontent/0017/717/172/cn17717172.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.9,https://athleta.gap.com/browse/product.do?pid=510486002&cid=1140924&pcid=1006482&vid=1&grid=pds_27_198_1
Quail,,44.00,502383,1,44.00,Shanti Crop Rib Tank,"Nylon/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Rib texture flatters your form #502383",https://athleta.gap.com/webcontent/0017/713/304/cn17713304.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=502383012&cid=1023334&pcid=1006482&vid=1&grid=pds_86_198_1
Arbor Olive Leopard Print,,54.00,511388,23,54.00,A-C Actualize Longline Bra,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Longline design provides more coverage and a fit that stays putNew lightweight removable pads provide a more natural shape #511388",https://athleta.gap.com/webcontent/0017/778/768/cn17778768.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.9,https://athleta.gap.com/browse/product.do?pid=511388022&cid=1051661&pcid=1006482&vid=1&grid=pds_152_198_1
Tanzanite Blue,,138.00,499333,8,138.00,Flurry Force Insulated PrimaLoft® Jacket,"Nylon/Lycra ,WATER-REPELLENT. Sleek fabric wards off unexpected light rain ,SUSTAINABLE. PRIMALOFT® ECO offers a synthetic alternative to down insulation ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climates.FEEL: Chafe-free seamless fabric stretches with every move.FAVE: Sleek, woven paneling with Primaloft® Eco insulation to provide weightless warmth.Zip pockets secure your essentials. #499333",https://athleta.gap.com/webcontent/0017/713/188/cn17713188.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=499333022&cid=1063661&pcid=1006482&vid=1&grid=pds_139_198_1
Billard Teal,,49.00,500561,3,49.00,Chi Dot Mesh Train Tee,"Recycled Polyester/Spandex ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: Lightweight, super sleek, stretchyFAVE: Mesh ventilation helps keep you coolFAIR TRADE: Made in a Fair Trade Certified™ Factory #500561",https://athleta.gap.com/webcontent/0017/808/740/cn17808740.jpg,women,,athleta,"1X,2X,3X",,4.7,https://athleta.gap.com/browse/product.do?pid=500561012&cid=1023334&pcid=1006482&vid=8&grid=pds_109_198_1
Torch Red,,74.00,486286,14,74.00,Foresthill Merino Wool Ascent Top,"Wool/Nylon ,EASY CARE. Just throw in the wash and dry without a second thought ,BREATHABLE. Targeted ventilation keeps the air moving ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offHEEL: Chafe-free seamless merino wool blend stretches with youFAVE: Targeted open-hole mesh provides cooling airflowRuching on side for a feminine detail #486286",https://athleta.gap.com/webcontent/0017/713/519/cn17713519.jpg,women,,athleta,"XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=486286022&cid=1023334&pcid=1006482&vid=1&grid=pds_72_198_1
Black,,108.00,486183,16,108.00,Headlands Hybrid Trek Jogger,"Recycled Nylon/Spandex ,ABRASION-RESISTANT. Resists nicks and tears ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Smooth Trek Tech™ with stretchy Sculptek Light™ on backFAVE: Zip pockets secure your essentialsAdjustable drawstring for a custom fit #486183",https://athleta.gap.com/webcontent/0017/688/879/cn17688879.jpg,women,,athleta,"0,2,4,6,8,10,12,14,16",,4.8,https://athleta.gap.com/browse/product.do?pid=486183002&cid=1124332&pcid=1006482&vid=1&grid=pds_5_198_1
Tiny Leopard,,118.00,511504,25,118.00,Triumph Printed Hoodie,"Recycled Polyester/Organic Cotton/Spandex ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world. Organic cotton is grown without harmful pesticides, so it benefits the whole ecosystem ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts at the gym, studio or outdoorsFEEL: Smooth and live-in comfortableFAVE: Easy-access pockets stash your essentials, with inner secure zip pocket on right sideThumbholes keep your sleeves in placeRibbed cuff and collar for a comfy fit #511504",https://athleta.gap.com/webcontent/0017/827/090/cn17827090.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=511504002&cid=1144189&pcid=1006482&vid=1&grid=pds_21_198_1
Black,,98.00,488459,2,98.00,Distance Jogger in Plush SuperSonic,"Recycled Nylon/Lycra ,SUSTAINABLE: Made with Recycled Nylon, a high-performance material that helps lessen our impact on the world ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort ,WICKING. Pulls sweat away from the body so it can evaporate faster ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: Plush SuperSonic has a soft, brushed interiorFAVE: Zip pockets secure your essentialsReflective details for early morning or after-dusk workoutsUnpinchable three-layer waistband with mesh inner lining streamlines and supports #488459",https://athleta.gap.com/webcontent/0017/661/640/cn17661640.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=488459002&cid=1023333&pcid=1006482&vid=1&grid=pds_52_198_1
Navy,,89.00,502359,85,89.00,Ultra High Rise Elation Tight,"Nylon/Elastane ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supports #502359",https://athleta.gap.com/webcontent/0017/806/274/cn17806274.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=502359082&cid=1023333&pcid=1006482&vid=1&grid=pds_38_198_1
Arbor Olive Leopard Print,,54.00,511389,31,54.00,D-DD Actualize Longline Bra,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Longline design provides more coverage and a fit that stays putNew lightweight removable pads provide a more natural shape #511389",https://athleta.gap.com/webcontent/0017/808/797/cn17808797.jpg,women,,athleta,"XS,S,M,L,XL",,4.6,https://athleta.gap.com/browse/product.do?pid=511389022&cid=1144189&pcid=1006482&vid=1&grid=pds_16_198_1
Flagstone Grey,,89.00,510486,62,89.00,Glades Ultra High Rise Elation Tight,"Polyester/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,SUSTAINABLE: Made from Recycled Poly, a material sourced from post-consumer plastic bottles that helps lessen our impact on the world ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Soft, cozy recycled fabric with just-right stretcFAVE: Fewer seams reduce distractions and create a cleaner, sleeker lineUnpinchable three-layer waistband with mesh inner lining streamlines and supports #510486",https://athleta.gap.com/webcontent/0017/698/832/cn17698832.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.9,https://athleta.gap.com/browse/product.do?pid=510486012&cid=1124332&pcid=1006482&vid=1&grid=pds_0_198_1
Antique Burgundy,,128.00,485908,4,128.00,Canyon Colorblock Sweater,"Polyester/Merino Wool ,WICKING. Pulls sweat away from the body so it can evaporate faster ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: A blend of THERMOLITE® polyester and merino wool helps to keep you warmFAVE: Colorblock details add  a flattering pop #485908",https://athleta.gap.com/webcontent/0017/713/056/cn17713056.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=485908012&cid=1124332&pcid=1006482&vid=1&grid=pds_4_198_1
Spring Night,,89.00,502359,85,89.00,Ultra High Rise Elation Tight,"Nylon/Elastane ,WICKING. Pulls sweat away from the body so it can evaporate faster ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supports #502359",https://athleta.gap.com/webcontent/0017/571/621/cn17571621.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=502359022&cid=1140924&pcid=1006482&vid=1&grid=pds_31_198_1
Navy,,98.00,486188,5,98.00,Altitude Pant in Polartec® Power Stretch®,"Nylon/Polyester/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: POLARTEC® POWER STRETCH® fabric lends thermal insulation for your coldest trainingFAVE: Comfortable wide waistband with adjustable internal drawcordBack zip pocket secures your essentials #486188",https://athleta.gap.com/webcontent/0017/675/070/cn17675070.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=486188012&cid=1023333&pcid=1006482&vid=1&grid=pds_49_198_1
Black/ Black,,150.00,473252,1,150.00,Arizona Shearling Sandal by Birkenstock®,"Suede/Cork/EVA ,Anatomically shaped cork-latex footbed with lambswool lining ,Wipe clean. ,Imported. ,Product Details : FOR: To and from the yoga studio, and rest daysFEEL: Lined with lambswool for supreme comfortFAVE: Anatomically shaped cork-latex footbed provides amazing supportLambswool-lined straps with two individually adjustable metal pin buckles #473252",https://athleta.gap.com/webcontent/0017/502/786/cn17502786.jpg,women,,athleta,"36,37,38,39,40,41",,4.0,https://athleta.gap.com/browse/product.do?pid=473252002&cid=1123437&pcid=1006482&vid=1&grid=pds_185_198_1
Grey Heather,,74.00,512302,2,74.00,Foresthill Ascent Top Heather,"Nylon/Wool/Spandex ,EASY CARE. Just throw in the wash and dry without a second thought ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster ,Powervita™ fabric is buttery soft with compression that holds ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Chafe-free seamless merino woolblend stretches with youFAVE: Targeted open-hole mesh provides cooling airflowRuching on side adds a feminine detail #512302",https://athleta.gap.com/webcontent/0017/848/784/cn17848784.jpg,women,,athleta,"XS,S,M,L,XL",,3.0,https://athleta.gap.com/browse/product.do?pid=512302002&cid=1023334&pcid=1006482&vid=1&grid=pds_82_198_1
Spring Night,,89.00,501019,45,89.00,Leopard Elation Ultra High Rise Tight in Powervita,"Nylon/Lycra ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: Three-layer unpinchable waistband smooths and supportsBack drop-in pocket holds your essentials #501019",https://athleta.gap.com/webcontent/0017/713/279/cn17713279.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=501019012&cid=1144189&pcid=1006482&vid=1&grid=pds_14_198_1
Spring Night,,44.00,502382,6,44.00,Shanti Crop Leopard Tank,"Polyester/Spandex ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™  fabric is buttery soft to the touch with support that feels like a gentle hugFAVE: High neckline provides more coverage #502382",https://athleta.gap.com/webcontent/0017/795/194/cn17795194.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=502382002&cid=1144189&pcid=1006482&vid=1&grid=pds_13_198_1
White,,59.00,446564,267,59.00,Conscious Crop in Powervita™,"Nylon/Spandex ,WICKING. Pulls sweat away from the body so it can evaporate faster ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,QUICK-DRYING. Dries in a flash for the ultimate comfort when breaking a sweat ,RATED UPF 50+ (Excellent Protection) ,Machine wash and line dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Powervita™ fabric is buttery soft with compression that feels like a gentle hugFAVE: Crop silhouette keeps you breezy during summer yogaThe built-in bra provides additional supportNew lightweight removable pads provide a more natural shapeRacerback design provides airflow and mobilityFAIR TRADE: Made in a Fair Trade Certified™ Factory #446564",https://athleta.gap.com/webcontent/0017/885/035/cn17885035.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=446564072&cid=1051661&pcid=1006482&vid=1&grid=pds_154_198_1
Black,,148.00,500916,10,148.00,Ritual Jacket,"Polyester ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Unbelievably cozy faux-fur keeps you warm in the coldFAVE: Sleek grosgrain detailing offers a streamlined, flattering fitZip pockets secure your essentialsAdjustable drawcord on hood for a custom fit #500916",https://athleta.gap.com/webcontent/0017/816/718/cn17816718.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=500916002&cid=1063661&pcid=1006482&vid=1&grid=pds_136_198_1
Black,,118.00,486434,16,118.00,Deep Dive Dress,"TENCEL™ Modal/Polyester/Spandex ,SUSTAINABLE: TENCEL™ Modal fiber is made from sustainably sourced wood pulp where 99% of the raw material comes from certified or controlled sources ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Commuting, work and travelFEEL: Sleek, smooth fabric has a polished feelFAVE: Quarter-zip design offers adjustable airflowO-ring zipper provides an easy grip #486434",https://athleta.gap.com/webcontent/0017/545/516/cn17545516.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,5.0,https://athleta.gap.com/browse/product.do?pid=486434002&cid=1023336&pcid=1006482&vid=1&grid=pds_170_198_1
Spring Night,,79.00,515556,2,79.00,Nirvana Side Tie Sweatshirt,"TENCEL™ Modal/Cotton/Spandex ,SUSTAINABLE: TENCEL™ Modal fiber is made from sustainably sourced wood pulp where 99% of the raw material comes from certified or controlled sources ,EASY CARE. Just throw in the wash and dry without a second thought ,PACKABLE. Packs down small and comes out smooth as can be ,Machine wash and dry. ,Imported. ,Product Details : FOR: Indoor and outdoor yoga practice, and life off the matFEEL: Nirvana is the softest fabric imaginableFAVE: Side tie details let you customize your fit #515556",https://athleta.gap.com/webcontent/0017/662/032/cn17662032.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.0,https://athleta.gap.com/browse/product.do?pid=515556022&cid=1023334&pcid=1006482&vid=1&grid=pds_111_198_1
Black,,138.00,499333,8,138.00,Flurry Force Insulated PrimaLoft® Jacket,"Nylon/Lycra ,WATER-REPELLENT. Sleek fabric wards off unexpected light rain ,SUSTAINABLE. PRIMALOFT® ECO offers a synthetic alternative to down insulation ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climates.FEEL: Chafe-free seamless fabric stretches with every move.FAVE: Sleek, woven paneling with Primaloft® Eco insulation to provide weightless warmth.Zip pockets secure your essentials. #499333",https://athleta.gap.com/webcontent/0017/806/382/cn17806382.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=499333002&cid=1063661&pcid=1006482&vid=1&grid=pds_140_198_1
Black/ Norwegian Grey,,89.00,486317,7,89.00,Flurry Peak Turtleneck,"Nylon ,UNSTINKABLE. Odor-controlling yarns ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,WICKING. Pulls sweat away from the body so it can evaporate faster ,UPF 50+ ,Machine wash and dry. ,Imported. ,Product Details : FOR: Medium and high impact workouts in cold climatesFEEL: Chafe-free seamless fabric stretches with every moveFAVE: Thumbholes keep your sleeves in place #486317",https://athleta.gap.com/webcontent/0017/713/643/cn17713643.jpg,women,,athleta,"XS,S,M,L,XL",,4.6,https://athleta.gap.com/browse/product.do?pid=486317022&cid=1023334&pcid=1006482&vid=1&grid=pds_61_198_1
Maple Red Heather,,34.97 - 89.00,417739,89,34.97 - 89.00,Mindset Sweatshirt Dress,"TENCEL Modal™/Spandex ,BREATHABLE. Sweat can travel through the fabric so it can evaporate on the surface ,SUSTAINABLE: TENCEL Modal™ is a fiber that is produced from European beechwood trees harvested from sustainable forests where 99% of the raw material comes from certified or controlled sources ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Nirvana is the softest fabric imaginableFAVE: Tulip-edged hemline flatters your form #417739",https://athleta.gap.com/webcontent/0017/300/060/cn17300060.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.5,https://athleta.gap.com/browse/product.do?pid=417739032&cid=1023336&pcid=1006482&vid=1&grid=pds_168_198_1
Natural,,128.00,486693,22,128.00,Tugga Sherpa Jacket,"Polyester ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Unbelievably cozy sherpa fabric feels soft on the skinFAVE: Zip pockets secure your essentialsHigh collar for extra coziness #486693",https://athleta.gap.com/webcontent/0017/759/469/cn17759469.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.7,https://athleta.gap.com/browse/product.do?pid=486693012&cid=1063661&pcid=1006482&vid=1&grid=pds_134_198_1
Natural,,118.00,486996,11,118.00,Talus Sherpa Half Zip,"Polyester ,PACKABLE. Packs down small and comes out smooth as can be ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: Unbelievably cozy sherpa fiber feels soft on the skinFAVE: Zip funnel neck allows for convertibility and temperature controlHalf-zip design for easy on-and-off #486996",https://athleta.gap.com/webcontent/0017/885/024/cn17885024.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.6,https://athleta.gap.com/browse/product.do?pid=486996032&cid=1023334&pcid=1006482&vid=1&grid=pds_122_198_1
Black,,228.00,486243,2,228.00,Lofty Down Coat,"Recycled Nylon ,SUSTAINABLE: Made with Recycled Nylon, a high-performance material that helps lessen our impact on the world ,ABRASION-RESISTANT. Resists nicks and tears ,WATER-REPELLENT: Sleek fabric wards off unexpected light rain. ,800-Fill FeatherDry Down Insulation ,Machine wash and dry. ,Imported. ,Product Details : FOR: To and from yoga practice and studio workoutsFEEL: Recycled nylon shell is sleek and smoothFAVE: Removable fooler that zips on and off for added warmth and wind protection. #486243",https://athleta.gap.com/webcontent/0017/806/315/cn17806315.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,2.5,https://athleta.gap.com/browse/product.do?pid=486243002&cid=1063661&pcid=1006482&vid=1&grid=pds_130_198_1
Antique Burgundy,,128.00,485908,4,128.00,Canyon Colorblock Sweater,"Polyester/Merino Wool ,WICKING. Pulls sweat away from the body so it can evaporate faster ,EASY CARE. Just throw in the wash and dry without a second thought ,Machine wash and lay flat to dry. ,Imported. ,Product Details : FOR: Hiking, climbing and exploring-on the trail or offFEEL: A blend of THERMOLITE® polyester and merino wool helps to keep you warmFAVE: Colorblock details add  a flattering pop #485908",https://athleta.gap.com/webcontent/0017/713/056/cn17713056.jpg,women,,athleta,"XXS,XS,S,M,L,XL",,4.8,https://athleta.gap.com/browse/product.do?pid=485908012&cid=1023334&pcid=1006482&vid=1&grid=pds_98_198_1
